Century,Word Diversity,Number of Words,Average Word Length,Number of Adjectives,Number of Adpositions,Number of Adverbs,Number of Conjunctions,Number of Determiners,Number of Nouns,Number of Numerals,Number of Particles,Number of Pronouns,Number of Verbs
17,0.6307692307692307,195,4.184615384615385,0.12307692307692308,0.11282051282051282,0.035897435897435895,0.046153846153846156,0.08205128205128205,0.27692307692307694,0.0,0.03076923076923077,0.09743589743589744,0.19487179487179487,
17,0.7176470588235294,85,4.482352941176471,0.058823529411764705,0.058823529411764705,0.023529411764705882,0.047058823529411764,0.08235294117647059,0.36470588235294116,0.0,0.011764705882352941,0.1411764705882353,0.21176470588235294,
17,0.7536231884057971,69,4.594202898550725,0.043478260869565216,0.07246376811594203,0.028985507246376812,0.057971014492753624,0.11594202898550725,0.34782608695652173,0.0,0.028985507246376812,0.14492753623188406,0.15942028985507245,
17,0.6263736263736264,91,4.142857142857143,0.03296703296703297,0.054945054945054944,0.07692307692307693,0.054945054945054944,0.06593406593406594,0.3076923076923077,0.0,0.0,0.1978021978021978,0.2087912087912088,
17,0.7244094488188977,127,4.354330708661418,0.07086614173228346,0.11023622047244094,0.05511811023622047,0.05511811023622047,0.14960629921259844,0.2677165354330709,0.0,0.007874015748031496,0.09448818897637795,0.18110236220472442,
17,0.6351351351351351,222,4.09009009009009,0.09009009009009009,0.09009009009009009,0.02252252252252252,0.08108108108108109,0.11711711711711711,0.25675675675675674,0.0,0.02252252252252252,0.12612612612612611,0.19369369369369369,
17,0.6790123456790124,81,4.172839506172839,0.08641975308641975,0.16049382716049382,0.024691358024691357,0.06172839506172839,0.14814814814814814,0.32098765432098764,0.0,0.0,0.07407407407407407,0.12345679012345678,
17,0.7671232876712328,146,4.198630136986301,0.14383561643835616,0.0821917808219178,0.04794520547945205,0.0410958904109589,0.0684931506849315,0.2808219178082192,0.0,0.02054794520547945,0.10273972602739725,0.21232876712328766,
17,0.7080745341614907,161,4.254658385093168,0.08074534161490683,0.11801242236024845,0.062111801242236024,0.049689440993788817,0.08695652173913043,0.2732919254658385,0.0,0.006211180124223602,0.08695652173913043,0.2360248447204969,
17,0.8125,80,4.3625,0.075,0.0625,0.0125,0.075,0.125,0.3875,0.0,0.025,0.075,0.1625,
17,0.7009345794392523,107,4.308411214953271,0.07476635514018691,0.11214953271028037,0.009345794392523364,0.08411214953271028,0.1588785046728972,0.3925233644859813,0.0,0.0,0.07476635514018691,0.09345794392523364,
17,0.7278911564625851,147,4.4353741496598635,0.07482993197278912,0.08843537414965986,0.09523809523809523,0.06802721088435375,0.08163265306122448,0.2925170068027211,0.013605442176870748,0.034013605442176874,0.06802721088435375,0.1836734693877551,
17,0.7352941176470589,102,4.235294117647059,0.10784313725490197,0.10784313725490197,0.058823529411764705,0.0392156862745098,0.09803921568627451,0.3627450980392157,0.0,0.029411764705882353,0.058823529411764705,0.13725490196078433,
17,0.6802721088435374,147,4.095238095238095,0.10204081632653061,0.11564625850340136,0.06802721088435375,0.05442176870748299,0.061224489795918366,0.3401360544217687,0.0,0.02040816326530612,0.07482993197278912,0.16326530612244897,
17,0.628140703517588,199,4.226130653266332,0.10552763819095477,0.07035175879396985,0.06030150753768844,0.06532663316582915,0.11557788944723618,0.33668341708542715,0.0,0.020100502512562814,0.07035175879396985,0.15577889447236182,
17,0.654639175257732,194,4.22680412371134,0.061855670103092786,0.06701030927835051,0.05154639175257732,0.06701030927835051,0.0979381443298969,0.30412371134020616,0.0,0.030927835051546393,0.1134020618556701,0.20618556701030927,
17,0.6302083333333334,192,4.265625,0.057291666666666664,0.07291666666666667,0.015625,0.046875,0.140625,0.3177083333333333,0.0,0.026041666666666668,0.11458333333333333,0.20833333333333334,
17,0.7065217391304348,92,4.239130434782608,0.08695652173913043,0.09782608695652174,0.021739130434782608,0.08695652173913043,0.03260869565217391,0.33695652173913043,0.0,0.021739130434782608,0.13043478260869565,0.18478260869565216,
17,0.6513157894736842,152,4.0131578947368425,0.09210526315789473,0.08552631578947369,0.07894736842105263,0.039473684210526314,0.05263157894736842,0.3026315789473684,0.0,0.046052631578947366,0.07894736842105263,0.2236842105263158,
17,0.6298701298701299,154,4.435064935064935,0.18181818181818182,0.05844155844155844,0.0,0.07792207792207792,0.08441558441558442,0.37662337662337664,0.0,0.012987012987012988,0.05844155844155844,0.14935064935064934,
17,0.6381578947368421,152,4.131578947368421,0.15789473684210525,0.1118421052631579,0.013157894736842105,0.046052631578947366,0.05263157894736842,0.34210526315789475,0.0,0.013157894736842105,0.05921052631578947,0.20394736842105263,
17,0.7073170731707317,123,4.333333333333333,0.13821138211382114,0.08943089430894309,0.032520325203252036,0.04878048780487805,0.06504065040650407,0.3902439024390244,0.0,0.032520325203252036,0.08130081300813008,0.12195121951219512,
17,0.6878612716763006,173,4.312138728323699,0.08670520231213873,0.057803468208092484,0.03468208092485549,0.057803468208092484,0.10404624277456648,0.2947976878612717,0.0,0.017341040462427744,0.12716763005780346,0.21965317919075145,
17,0.5787878787878787,330,3.9757575757575756,0.09393939393939393,0.09393939393939393,0.048484848484848485,0.045454545454545456,0.05454545454545454,0.30303030303030304,0.0030303030303030303,0.045454545454545456,0.08484848484848485,0.22727272727272727,
17,0.6951219512195121,82,4.0,0.07317073170731707,0.07317073170731707,0.036585365853658534,0.07317073170731707,0.0975609756097561,0.2926829268292683,0.0,0.024390243902439025,0.18292682926829268,0.14634146341463414,
17,0.6829268292682927,82,3.8902439024390243,0.08536585365853659,0.12195121951219512,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.3048780487804878,0.0,0.036585365853658534,0.14634146341463414,0.15853658536585366,
17,0.7804878048780488,82,4.548780487804878,0.0975609756097561,0.07317073170731707,0.08536585365853659,0.08536585365853659,0.13414634146341464,0.34146341463414637,0.0,0.012195121951219513,0.04878048780487805,0.10975609756097561,
17,0.7291666666666666,96,4.208333333333333,0.07291666666666667,0.11458333333333333,0.010416666666666666,0.0625,0.07291666666666667,0.2708333333333333,0.0,0.020833333333333332,0.125,0.23958333333333334,
17,0.6796875,128,4.4609375,0.1328125,0.078125,0.0625,0.0859375,0.109375,0.2890625,0.0,0.0078125,0.0625,0.171875,
17,0.7012987012987013,154,3.948051948051948,0.08441558441558442,0.05844155844155844,0.05844155844155844,0.07142857142857142,0.07792207792207792,0.2792207792207792,0.0,0.01948051948051948,0.11688311688311688,0.23376623376623376,
17,0.7457627118644068,118,4.254237288135593,0.07627118644067797,0.07627118644067797,0.059322033898305086,0.07627118644067797,0.07627118644067797,0.211864406779661,0.0,0.03389830508474576,0.1440677966101695,0.23728813559322035,
17,0.704225352112676,142,4.056338028169014,0.08450704225352113,0.09154929577464789,0.02112676056338028,0.04225352112676056,0.14084507042253522,0.38028169014084506,0.0,0.014084507042253521,0.07746478873239436,0.14788732394366197,
17,0.7692307692307693,52,4.288461538461538,0.019230769230769232,0.11538461538461539,0.038461538461538464,0.019230769230769232,0.15384615384615385,0.3269230769230769,0.0,0.019230769230769232,0.09615384615384616,0.21153846153846154,
17,0.6206896551724138,232,4.030172413793103,0.08620689655172414,0.0603448275862069,0.04741379310344827,0.07758620689655173,0.09482758620689655,0.25,0.0,0.03879310344827586,0.09482758620689655,0.24568965517241378,
17,0.689873417721519,158,4.594936708860759,0.10126582278481013,0.0759493670886076,0.03164556962025317,0.056962025316455694,0.0949367088607595,0.33544303797468356,0.0,0.0189873417721519,0.08860759493670886,0.1962025316455696,
17,0.6129032258064516,155,3.8967741935483873,0.14838709677419354,0.07741935483870968,0.07096774193548387,0.01935483870967742,0.05161290322580645,0.3161290322580645,0.0,0.01935483870967742,0.10967741935483871,0.1870967741935484,
17,0.64,150,3.933333333333333,0.1,0.06666666666666667,0.04666666666666667,0.04666666666666667,0.05333333333333334,0.30666666666666664,0.0,0.02666666666666667,0.15333333333333332,0.2,
17,0.648936170212766,188,4.164893617021277,0.06914893617021277,0.10638297872340426,0.026595744680851064,0.026595744680851064,0.1276595744680851,0.324468085106383,0.0,0.015957446808510637,0.10638297872340426,0.19680851063829788,
17,0.6929824561403509,114,4.37719298245614,0.10526315789473684,0.08771929824561403,0.03508771929824561,0.05263157894736842,0.07017543859649122,0.37719298245614036,0.0,0.017543859649122806,0.03508771929824561,0.21929824561403508,
17,0.7320261437908496,153,4.509803921568627,0.0915032679738562,0.08496732026143791,0.026143790849673203,0.0457516339869281,0.10457516339869281,0.3202614379084967,0.0,0.026143790849673203,0.13071895424836602,0.16993464052287582,
17,0.6462882096069869,229,4.524017467248909,0.06986899563318777,0.1222707423580786,0.026200873362445413,0.056768558951965066,0.07860262008733625,0.314410480349345,0.0,0.026200873362445413,0.13100436681222707,0.17467248908296942,
17,0.646551724137931,232,4.443965517241379,0.10344827586206896,0.08189655172413793,0.03017241379310345,0.04741379310344827,0.09913793103448276,0.2974137931034483,0.0,0.02586206896551724,0.09051724137931035,0.22413793103448276,
17,0.7157894736842105,95,4.442105263157894,0.042105263157894736,0.08421052631578947,0.06315789473684211,0.05263157894736842,0.05263157894736842,0.23157894736842105,0.0,0.042105263157894736,0.2,0.23157894736842105,
17,0.6514522821576764,241,4.261410788381743,0.1037344398340249,0.0912863070539419,0.07468879668049792,0.04564315352697095,0.08298755186721991,0.2863070539419087,0.0,0.029045643153526972,0.07053941908713693,0.2157676348547718,
17,0.6688311688311688,154,3.9025974025974026,0.09090909090909091,0.09740259740259741,0.05844155844155844,0.05194805194805195,0.07142857142857142,0.2727272727272727,0.0,0.032467532467532464,0.12337662337662338,0.2012987012987013,
17,0.6617647058823529,204,4.578431372549019,0.08333333333333333,0.09803921568627451,0.04411764705882353,0.058823529411764705,0.08823529411764706,0.28921568627450983,0.0,0.03431372549019608,0.10294117647058823,0.20098039215686275,
17,0.7285714285714285,140,4.085714285714285,0.09285714285714286,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05,0.22857142857142856,0.0,0.02857142857142857,0.1357142857142857,0.2357142857142857,
17,0.6541666666666667,240,4.3375,0.075,0.1,0.05416666666666667,0.058333333333333334,0.09166666666666666,0.3416666666666667,0.0,0.0125,0.09166666666666666,0.175,
17,0.5982905982905983,234,4.3076923076923075,0.11965811965811966,0.06837606837606838,0.06837606837606838,0.05555555555555555,0.07692307692307693,0.2777777777777778,0.0,0.01282051282051282,0.08547008547008547,0.23504273504273504,
17,0.6394230769230769,208,3.951923076923077,0.09615384615384616,0.07211538461538461,0.07211538461538461,0.038461538461538464,0.07211538461538461,0.2932692307692308,0.0,0.014423076923076924,0.10576923076923077,0.23557692307692307,
17,0.6583333333333333,240,4.245833333333334,0.1,0.07916666666666666,0.03333333333333333,0.05416666666666667,0.10416666666666667,0.275,0.004166666666666667,0.05,0.07916666666666666,0.22083333333333333,
17,0.7094017094017094,117,4.051282051282051,0.08547008547008547,0.10256410256410256,0.042735042735042736,0.05982905982905983,0.09401709401709402,0.3418803418803419,0.0,0.017094017094017096,0.11965811965811966,0.13675213675213677,
17,0.6953125,128,4.3828125,0.09375,0.078125,0.046875,0.046875,0.1015625,0.296875,0.0,0.0234375,0.0703125,0.2421875,
17,0.7304347826086957,115,4.539130434782609,0.09565217391304348,0.09565217391304348,0.034782608695652174,0.06086956521739131,0.11304347826086956,0.3130434782608696,0.008695652173913044,0.017391304347826087,0.09565217391304348,0.16521739130434782,
17,0.7522123893805309,113,4.15929203539823,0.11504424778761062,0.07964601769911504,0.02654867256637168,0.05309734513274336,0.07079646017699115,0.3185840707964602,0.0,0.017699115044247787,0.09734513274336283,0.22123893805309736,
17,0.6372093023255814,215,4.213953488372093,0.14883720930232558,0.11162790697674418,0.009302325581395349,0.03255813953488372,0.12558139534883722,0.3023255813953488,0.0,0.027906976744186046,0.08372093023255814,0.15813953488372093,
17,0.7628865979381443,97,4.360824742268041,0.1134020618556701,0.08247422680412371,0.09278350515463918,0.041237113402061855,0.05154639175257732,0.27835051546391754,0.0,0.030927835051546393,0.1134020618556701,0.18556701030927836,
17,0.6736111111111112,144,4.409722222222222,0.09027777777777778,0.10416666666666667,0.027777777777777776,0.04861111111111111,0.1111111111111111,0.3125,0.0,0.020833333333333332,0.08333333333333333,0.2013888888888889,
17,0.5708502024291497,247,4.222672064777328,0.07692307692307693,0.06882591093117409,0.06072874493927125,0.05263157894736842,0.07692307692307693,0.29959514170040485,0.004048582995951417,0.012145748987854251,0.145748987854251,0.20242914979757085,
17,0.6986301369863014,146,4.328767123287672,0.0958904109589041,0.07534246575342465,0.0136986301369863,0.06164383561643835,0.11643835616438356,0.3150684931506849,0.0,0.02054794520547945,0.1232876712328767,0.1780821917808219,
17,0.5300859598853869,349,4.200573065902579,0.08882521489971347,0.09169054441260745,0.05157593123209169,0.04297994269340974,0.04871060171919771,0.34097421203438394,0.0057306590257879654,0.03151862464183381,0.06876790830945559,0.22922636103151864,
17,0.45701357466063347,221,4.208144796380091,0.05429864253393665,0.09049773755656108,0.049773755656108594,0.049773755656108594,0.08144796380090498,0.3031674208144796,0.0,0.04072398190045249,0.12669683257918551,0.20361990950226244,
17,0.7162162162162162,148,3.8783783783783785,0.10135135135135136,0.07432432432432433,0.033783783783783786,0.04054054054054054,0.05405405405405406,0.28378378378378377,0.0,0.02702702702702703,0.12837837837837837,0.25675675675675674,
17,0.782608695652174,115,4.3652173913043475,0.08695652173913043,0.08695652173913043,0.06086956521739131,0.0782608695652174,0.043478260869565216,0.3391304347826087,0.0,0.017391304347826087,0.11304347826086956,0.17391304347826086,
17,0.6298701298701299,154,4.35064935064935,0.06493506493506493,0.07142857142857142,0.012987012987012988,0.07142857142857142,0.13636363636363635,0.36363636363636365,0.0,0.032467532467532464,0.1038961038961039,0.14285714285714285,
17,0.6505376344086021,186,4.145161290322581,0.0913978494623656,0.06451612903225806,0.03225806451612903,0.06451612903225806,0.08064516129032258,0.3010752688172043,0.0,0.010752688172043012,0.15053763440860216,0.20430107526881722,
17,0.7674418604651163,86,4.093023255813954,0.05813953488372093,0.09302325581395349,0.011627906976744186,0.09302325581395349,0.10465116279069768,0.32558139534883723,0.0,0.011627906976744186,0.09302325581395349,0.20930232558139536,
17,0.6628571428571428,175,3.96,0.10285714285714286,0.08,0.045714285714285714,0.07428571428571429,0.03428571428571429,0.30857142857142855,0.0,0.017142857142857144,0.09714285714285714,0.24,
17,0.6568047337278107,169,3.9585798816568047,0.11242603550295859,0.10650887573964497,0.03550295857988166,0.05325443786982249,0.05917159763313609,0.3254437869822485,0.0,0.029585798816568046,0.08875739644970414,0.1893491124260355,
17,0.703030303030303,165,4.33939393939394,0.07272727272727272,0.11515151515151516,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.3575757575757576,0.0,0.01818181818181818,0.09090909090909091,0.19393939393939394,
17,0.75,92,4.456521739130435,0.06521739130434782,0.11956521739130435,0.043478260869565216,0.03260869565217391,0.043478260869565216,0.32608695652173914,0.0,0.03260869565217391,0.13043478260869565,0.20652173913043478,
17,0.6792452830188679,106,4.386792452830188,0.08490566037735849,0.12264150943396226,0.05660377358490566,0.07547169811320754,0.0660377358490566,0.2830188679245283,0.0,0.018867924528301886,0.12264150943396226,0.16981132075471697,
17,0.7614678899082569,109,4.495412844036697,0.14678899082568808,0.07339449541284404,0.045871559633027525,0.045871559633027525,0.09174311926605505,0.3211009174311927,0.0,0.009174311926605505,0.08256880733944955,0.1834862385321101,
17,0.656934306569343,137,4.430656934306569,0.08029197080291971,0.10218978102189781,0.021897810218978103,0.08759124087591241,0.072992700729927,0.32116788321167883,0.0,0.014598540145985401,0.15328467153284672,0.145985401459854,
17,0.6483516483516484,182,4.126373626373627,0.08241758241758242,0.06593406593406594,0.03296703296703297,0.06043956043956044,0.08241758241758242,0.2802197802197802,0.0,0.01098901098901099,0.15384615384615385,0.23076923076923078,
17,0.6204620462046204,303,4.508250825082508,0.0594059405940594,0.10231023102310231,0.04950495049504951,0.04950495049504951,0.09570957095709572,0.3069306930693069,0.0,0.0297029702970297,0.10231023102310231,0.20462046204620463,
17,0.6981132075471698,159,4.364779874213837,0.11949685534591195,0.11949685534591195,0.012578616352201259,0.0440251572327044,0.09433962264150944,0.32075471698113206,0.0,0.025157232704402517,0.10062893081761007,0.16352201257861634,
17,0.6149732620320856,187,4.342245989304812,0.06417112299465241,0.06951871657754011,0.0374331550802139,0.0427807486631016,0.10160427807486631,0.32620320855614976,0.0,0.0427807486631016,0.0962566844919786,0.2192513368983957,
17,0.7394366197183099,142,4.028169014084507,0.1056338028169014,0.09154929577464789,0.028169014084507043,0.07042253521126761,0.1056338028169014,0.28169014084507044,0.0,0.028169014084507043,0.09859154929577464,0.19014084507042253,
17,0.7350427350427351,117,4.316239316239316,0.06837606837606838,0.11965811965811966,0.05982905982905983,0.017094017094017096,0.1111111111111111,0.23931623931623933,0.0,0.017094017094017096,0.13675213675213677,0.23076923076923078,
17,0.6879432624113475,141,4.134751773049645,0.06382978723404255,0.07801418439716312,0.06382978723404255,0.04964539007092199,0.07092198581560284,0.3191489361702128,0.0,0.028368794326241134,0.09929078014184398,0.22695035460992907,
17,0.7342657342657343,143,4.433566433566433,0.04195804195804196,0.11888111888111888,0.04195804195804196,0.02097902097902098,0.1048951048951049,0.35664335664335667,0.006993006993006993,0.006993006993006993,0.11188811188811189,0.1888111888111888,
17,0.6217228464419475,267,4.164794007490637,0.0898876404494382,0.11610486891385768,0.0599250936329588,0.06367041198501873,0.06367041198501873,0.30337078651685395,0.0,0.02247191011235955,0.10486891385767791,0.1760299625468165,
17,0.650887573964497,169,4.295857988165681,0.20118343195266272,0.10650887573964497,0.011834319526627219,0.05917159763313609,0.047337278106508875,0.3727810650887574,0.0,0.011834319526627219,0.03550295857988166,0.15384615384615385,
17,0.7068965517241379,116,4.172413793103448,0.08620689655172414,0.11206896551724138,0.02586206896551724,0.05172413793103448,0.0603448275862069,0.28448275862068967,0.0,0.034482758620689655,0.14655172413793102,0.19827586206896552,
17,0.7254901960784313,153,4.019607843137255,0.08496732026143791,0.09803921568627451,0.08496732026143791,0.06535947712418301,0.06535947712418301,0.3006535947712418,0.0,0.032679738562091505,0.0784313725490196,0.1895424836601307,
17,0.6688311688311688,154,3.8896103896103895,0.1038961038961039,0.09740259740259741,0.045454545454545456,0.06493506493506493,0.045454545454545456,0.2922077922077922,0.0,0.025974025974025976,0.14285714285714285,0.18181818181818182,
17,0.7189189189189189,185,4.378378378378378,0.07027027027027027,0.05945945945945946,0.05945945945945946,0.04864864864864865,0.08648648648648649,0.31351351351351353,0.0,0.016216216216216217,0.0918918918918919,0.25405405405405407,
17,0.7142857142857143,161,4.118012422360248,0.07453416149068323,0.12422360248447205,0.062111801242236024,0.055900621118012424,0.08074534161490683,0.2857142857142857,0.006211180124223602,0.018633540372670808,0.09937888198757763,0.19254658385093168,
17,0.6720430107526881,186,4.043010752688172,0.11290322580645161,0.07526881720430108,0.021505376344086023,0.053763440860215055,0.06989247311827956,0.3118279569892473,0.0,0.021505376344086023,0.08602150537634409,0.24193548387096775,
17,0.6862745098039216,153,3.7777777777777777,0.08496732026143791,0.09803921568627451,0.0392156862745098,0.08496732026143791,0.0915032679738562,0.2549019607843137,0.006535947712418301,0.0,0.11764705882352941,0.2222222222222222,
17,0.7215189873417721,158,4.2025316455696204,0.11392405063291139,0.08227848101265822,0.056962025316455694,0.05063291139240506,0.06962025316455696,0.2974683544303797,0.0,0.012658227848101266,0.0759493670886076,0.24050632911392406,
17,0.8058252427184466,103,4.12621359223301,0.06796116504854369,0.11650485436893204,0.05825242718446602,0.07766990291262135,0.04854368932038835,0.32038834951456313,0.0,0.038834951456310676,0.10679611650485436,0.1650485436893204,
17,0.6287425149700598,167,4.18562874251497,0.08383233532934131,0.11377245508982035,0.029940119760479042,0.07784431137724551,0.08982035928143713,0.31137724550898205,0.0,0.023952095808383235,0.09580838323353294,0.17365269461077845,
17,0.7181818181818181,110,4.209090909090909,0.08181818181818182,0.06363636363636363,0.09090909090909091,0.03636363636363636,0.12727272727272726,0.2636363636363636,0.0,0.045454545454545456,0.045454545454545456,0.24545454545454545,
17,0.7338129496402878,139,4.446043165467626,0.12949640287769784,0.05755395683453238,0.02877697841726619,0.07913669064748201,0.1223021582733813,0.2733812949640288,0.0,0.014388489208633094,0.04316546762589928,0.2517985611510791,
17,0.6311787072243346,263,4.32319391634981,0.09505703422053231,0.12547528517110265,0.053231939163498096,0.034220532319391636,0.11026615969581749,0.2585551330798479,0.011406844106463879,0.015209125475285171,0.11026615969581749,0.18631178707224336,
17,0.688622754491018,167,4.119760479041916,0.041916167664670656,0.11976047904191617,0.0658682634730539,0.04790419161676647,0.041916167664670656,0.2874251497005988,0.0,0.005988023952095809,0.16167664670658682,0.2275449101796407,
17,0.7375886524822695,141,4.3546099290780145,0.14184397163120568,0.07801418439716312,0.03546099290780142,0.07092198581560284,0.05673758865248227,0.2907801418439716,0.0,0.03546099290780142,0.09929078014184398,0.19148936170212766,
17,0.6632653061224489,196,4.010204081632653,0.09693877551020408,0.14285714285714285,0.0663265306122449,0.0663265306122449,0.08673469387755102,0.2602040816326531,0.00510204081632653,0.01020408163265306,0.08163265306122448,0.1836734693877551,
17,0.8,110,4.490909090909091,0.13636363636363635,0.02727272727272727,0.09090909090909091,0.1,0.14545454545454545,0.2545454545454545,0.0,0.00909090909090909,0.045454545454545456,0.19090909090909092,
17,0.684931506849315,146,4.212328767123288,0.10273972602739725,0.13013698630136986,0.04794520547945205,0.04794520547945205,0.11643835616438356,0.2808219178082192,0.0,0.0273972602739726,0.10273972602739725,0.14383561643835616,
17,0.8023255813953488,86,4.476744186046512,0.10465116279069768,0.08139534883720931,0.08139534883720931,0.06976744186046512,0.06976744186046512,0.27906976744186046,0.0,0.011627906976744186,0.10465116279069768,0.19767441860465115,
17,0.6788321167883211,137,4.102189781021898,0.10948905109489052,0.145985401459854,0.058394160583941604,0.043795620437956206,0.072992700729927,0.2773722627737226,0.0,0.029197080291970802,0.0948905109489051,0.1678832116788321,
17,0.69375,160,4.175,0.11875,0.1125,0.0125,0.08125,0.10625,0.29375,0.0,0.025,0.075,0.175,
17,0.6586826347305389,167,3.9880239520958085,0.0658682634730539,0.11976047904191617,0.05389221556886228,0.041916167664670656,0.07784431137724551,0.30538922155688625,0.005988023952095809,0.023952095808383235,0.1377245508982036,0.16766467065868262,
17,0.7692307692307693,78,4.615384615384615,0.16666666666666666,0.11538461538461539,0.02564102564102564,0.038461538461538464,0.07692307692307693,0.32051282051282054,0.0,0.02564102564102564,0.05128205128205128,0.1794871794871795,
17,0.5975609756097561,246,4.048780487804878,0.0975609756097561,0.06910569105691057,0.052845528455284556,0.06097560975609756,0.06097560975609756,0.2967479674796748,0.0,0.024390243902439025,0.10975609756097561,0.22764227642276422,
17,0.6572769953051644,213,4.206572769953052,0.0892018779342723,0.11267605633802817,0.028169014084507043,0.07511737089201878,0.08450704225352113,0.3192488262910798,0.0,0.018779342723004695,0.107981220657277,0.1643192488262911,
17,0.6564102564102564,195,4.133333333333334,0.11794871794871795,0.08717948717948718,0.05641025641025641,0.07179487179487179,0.07179487179487179,0.30256410256410254,0.0,0.015384615384615385,0.12307692307692308,0.15384615384615385,
17,0.6992481203007519,133,4.142857142857143,0.11278195488721804,0.06766917293233082,0.045112781954887216,0.045112781954887216,0.15037593984962405,0.3157894736842105,0.0,0.015037593984962405,0.045112781954887216,0.20300751879699247,
17,0.6188340807174888,223,4.174887892376682,0.10762331838565023,0.11210762331838565,0.03139013452914798,0.06726457399103139,0.06726457399103139,0.3183856502242152,0.0,0.026905829596412557,0.11210762331838565,0.15695067264573992,
17,0.665,200,4.3,0.115,0.12,0.045,0.065,0.105,0.3,0.0,0.015,0.065,0.165,
17,0.6380368098159509,163,4.282208588957055,0.08588957055214724,0.15950920245398773,0.024539877300613498,0.04294478527607362,0.12883435582822086,0.2822085889570552,0.0,0.024539877300613498,0.0736196319018405,0.17791411042944785,
17,0.5977011494252874,174,3.839080459770115,0.09195402298850575,0.06321839080459771,0.05747126436781609,0.05747126436781609,0.05172413793103448,0.28160919540229884,0.0,0.04597701149425287,0.16666666666666666,0.1839080459770115,
17,0.6351351351351351,222,4.018018018018018,0.0990990990990991,0.14414414414414414,0.013513513513513514,0.04954954954954955,0.07657657657657657,0.2972972972972973,0.0,0.02702702702702703,0.11261261261261261,0.18018018018018017,
17,0.680327868852459,122,4.073770491803279,0.09016393442622951,0.11475409836065574,0.05737704918032787,0.03278688524590164,0.1557377049180328,0.32786885245901637,0.0,0.03278688524590164,0.04918032786885246,0.13934426229508196,
17,0.6467065868263473,167,4.029940119760479,0.0718562874251497,0.07784431137724551,0.059880239520958084,0.05389221556886228,0.09580838323353294,0.281437125748503,0.0,0.029940119760479042,0.1377245508982036,0.19161676646706588,
17,0.6834532374100719,139,4.316546762589928,0.12949640287769784,0.07194244604316546,0.06474820143884892,0.02877697841726619,0.09352517985611511,0.2733812949640288,0.007194244604316547,0.014388489208633094,0.11510791366906475,0.2014388489208633,
