Century,Word Diversity,Number of Words,Average Word Length,Number of Adjectives,Number of Adpositions,Number of Adverbs,Number of Conjunctions,Number of Determiners,Number of Nouns,Number of Numerals,Number of Particles,Number of Pronouns,Number of Verbs
17,0.5366876310272537,477,4.438155136268344,0.129979035639413,0.10272536687631027,0.039832285115303984,0.050314465408805034,0.07547169811320754,0.3081761006289308,0.0020964360587002098,0.018867924528301886,0.09433962264150944,0.17819706498951782,
17,0.7608695652173914,92,3.8152173913043477,0.11956521739130435,0.13043478260869565,0.043478260869565216,0.03260869565217391,0.09782608695652174,0.33695652173913043,0.0,0.021739130434782608,0.09782608695652174,0.11956521739130435,
17,0.7123287671232876,146,4.280821917808219,0.0958904109589041,0.136986301369863,0.03424657534246575,0.02054794520547945,0.11643835616438356,0.3424657534246575,0.00684931506849315,0.02054794520547945,0.0410958904109589,0.18493150684931506,
17,0.554639175257732,485,4.076288659793814,0.07422680412371134,0.07216494845360824,0.041237113402061855,0.061855670103092786,0.11134020618556702,0.2927835051546392,0.0,0.018556701030927835,0.12164948453608247,0.20618556701030927,
17,0.6722222222222223,180,4.372222222222222,0.10555555555555556,0.14444444444444443,0.044444444444444446,0.05,0.09444444444444444,0.28888888888888886,0.005555555555555556,0.016666666666666666,0.09444444444444444,0.15555555555555556,
17,0.6447368421052632,152,3.9539473684210527,0.07894736842105263,0.11842105263157894,0.06578947368421052,0.039473684210526314,0.05263157894736842,0.3618421052631579,0.0,0.013157894736842105,0.08552631578947369,0.18421052631578946,
17,0.7425742574257426,101,4.158415841584159,0.0891089108910891,0.10891089108910891,0.0297029702970297,0.0594059405940594,0.10891089108910891,0.3465346534653465,0.0,0.009900990099009901,0.07920792079207921,0.16831683168316833,
17,0.648068669527897,233,4.351931330472103,0.08583690987124463,0.09871244635193133,0.04721030042918455,0.04291845493562232,0.12017167381974249,0.27467811158798283,0.0,0.034334763948497854,0.09012875536480687,0.20600858369098712,
17,0.6690647482014388,139,4.136690647482014,0.06474820143884892,0.10071942446043165,0.05755395683453238,0.07194244604316546,0.15827338129496402,0.2589928057553957,0.0,0.007194244604316547,0.10071942446043165,0.17985611510791366,
17,0.6907216494845361,97,4.381443298969073,0.15463917525773196,0.09278350515463918,0.030927835051546393,0.05154639175257732,0.030927835051546393,0.3711340206185567,0.010309278350515464,0.041237113402061855,0.08247422680412371,0.13402061855670103,
17,0.7,110,4.054545454545455,0.03636363636363636,0.08181818181818182,0.03636363636363636,0.05454545454545454,0.10909090909090909,0.33636363636363636,0.0,0.01818181818181818,0.11818181818181818,0.20909090909090908,
17,0.7228915662650602,83,4.120481927710843,0.03614457831325301,0.12048192771084337,0.024096385542168676,0.03614457831325301,0.1686746987951807,0.3132530120481928,0.0,0.04819277108433735,0.060240963855421686,0.1927710843373494,
17,0.7050359712230215,139,3.7697841726618706,0.07194244604316546,0.10071942446043165,0.07194244604316546,0.06474820143884892,0.09352517985611511,0.20863309352517986,0.014388489208633094,0.04316546762589928,0.11510791366906475,0.2158273381294964,
17,0.7142857142857143,119,4.025210084033613,0.07563025210084033,0.11764705882352941,0.06722689075630252,0.08403361344537816,0.058823529411764705,0.2184873949579832,0.0,0.01680672268907563,0.13445378151260504,0.226890756302521,
17,0.7755102040816326,98,3.8877551020408165,0.08163265306122448,0.11224489795918367,0.061224489795918366,0.05102040816326531,0.09183673469387756,0.2857142857142857,0.02040816326530612,0.02040816326530612,0.07142857142857142,0.20408163265306123,
17,0.7741935483870968,93,3.978494623655914,0.12903225806451613,0.11827956989247312,0.07526881720430108,0.053763440860215055,0.11827956989247312,0.24731182795698925,0.0,0.021505376344086023,0.06451612903225806,0.17204301075268819,
17,0.6842105263157895,190,4.205263157894737,0.1,0.1,0.031578947368421054,0.05789473684210526,0.12105263157894737,0.30526315789473685,0.0,0.02631578947368421,0.07894736842105263,0.17894736842105263,
17,0.7153846153846154,130,4.530769230769231,0.06153846153846154,0.07692307692307693,0.08461538461538462,0.07692307692307693,0.09230769230769231,0.3,0.0,0.0,0.1,0.2076923076923077,
17,0.7241379310344828,145,3.986206896551724,0.0896551724137931,0.05517241379310345,0.08275862068965517,0.0896551724137931,0.04827586206896552,0.2896551724137931,0.006896551724137931,0.05517241379310345,0.07586206896551724,0.20689655172413793,
17,0.7299270072992701,137,4.175182481751825,0.058394160583941604,0.10948905109489052,0.072992700729927,0.043795620437956206,0.0948905109489051,0.2846715328467153,0.0072992700729927005,0.021897810218978103,0.10218978102189781,0.20437956204379562,
17,0.6666666666666666,171,4.385964912280702,0.1111111111111111,0.08187134502923976,0.023391812865497075,0.07017543859649122,0.0935672514619883,0.27485380116959063,0.0,0.04093567251461988,0.0935672514619883,0.21052631578947367,
17,0.672566371681416,226,4.18141592920354,0.12389380530973451,0.12389380530973451,0.061946902654867256,0.06637168141592921,0.0752212389380531,0.3008849557522124,0.008849557522123894,0.017699115044247787,0.07079646017699115,0.1504424778761062,
17,0.6739130434782609,184,4.451086956521739,0.08695652173913043,0.09782608695652174,0.021739130434782608,0.043478260869565216,0.09239130434782608,0.2717391304347826,0.0,0.03260869565217391,0.15217391304347827,0.20108695652173914,
17,0.6632653061224489,196,4.336734693877551,0.05102040816326531,0.09693877551020408,0.04591836734693878,0.0663265306122449,0.10204081632653061,0.25,0.0,0.030612244897959183,0.12755102040816327,0.22959183673469388,
17,0.5675675675675675,185,4.1567567567567565,0.12972972972972974,0.0918918918918919,0.02702702702702703,0.07027027027027027,0.10270270270270271,0.3081081081081081,0.0,0.021621621621621623,0.05945945945945946,0.1891891891891892,
17,0.6821705426356589,129,4.658914728682171,0.15503875968992248,0.09302325581395349,0.015503875968992248,0.03875968992248062,0.11627906976744186,0.35658914728682173,0.0,0.03875968992248062,0.05426356589147287,0.13178294573643412,
17,0.6319444444444444,144,4.097222222222222,0.09027777777777778,0.09722222222222222,0.020833333333333332,0.06944444444444445,0.11805555555555555,0.25,0.0,0.027777777777777776,0.09722222222222222,0.22916666666666666,
17,0.5411764705882353,340,4.147058823529412,0.15,0.09117647058823529,0.06470588235294118,0.06764705882352941,0.07647058823529412,0.2647058823529412,0.0,0.01764705882352941,0.07352941176470588,0.19411764705882353,
17,0.6857142857142857,140,4.021428571428571,0.08571428571428572,0.05714285714285714,0.04285714285714286,0.05,0.07142857142857142,0.29285714285714287,0.0,0.03571428571428571,0.14285714285714285,0.22142857142857142,
17,0.711864406779661,118,4.02542372881356,0.0847457627118644,0.09322033898305085,0.059322033898305086,0.06779661016949153,0.1016949152542373,0.2796610169491525,0.0,0.0,0.11016949152542373,0.2033898305084746,
17,0.7835051546391752,97,4.463917525773196,0.16494845360824742,0.1134020618556701,0.041237113402061855,0.030927835051546393,0.07216494845360824,0.3402061855670103,0.0,0.0,0.08247422680412371,0.15463917525773196,
17,0.7062937062937062,143,4.286713286713287,0.11188811188811189,0.0979020979020979,0.04195804195804196,0.06993006993006994,0.11188811188811189,0.3076923076923077,0.0,0.013986013986013986,0.055944055944055944,0.1888111888111888,
17,0.7111111111111111,135,4.266666666666667,0.11851851851851852,0.07407407407407407,0.037037037037037035,0.05185185185185185,0.1259259259259259,0.3037037037037037,0.007407407407407408,0.007407407407407408,0.1111111111111111,0.16296296296296298,
17,0.6886792452830188,106,4.169811320754717,0.12264150943396226,0.09433962264150944,0.018867924528301886,0.07547169811320754,0.05660377358490566,0.4339622641509434,0.0,0.018867924528301886,0.07547169811320754,0.10377358490566038,
17,0.7111111111111111,135,4.355555555555555,0.15555555555555556,0.06666666666666667,0.044444444444444446,0.08148148148148149,0.08148148148148149,0.25925925925925924,0.0,0.022222222222222223,0.0962962962962963,0.1925925925925926,
17,0.6793478260869565,184,4.255434782608695,0.125,0.08152173913043478,0.03804347826086957,0.06521739130434782,0.08152173913043478,0.24456521739130435,0.0,0.043478260869565216,0.14130434782608695,0.1793478260869565,
17,0.6950354609929078,141,4.198581560283688,0.0851063829787234,0.07801418439716312,0.02127659574468085,0.0851063829787234,0.07801418439716312,0.2978723404255319,0.0,0.028368794326241134,0.12056737588652482,0.20567375886524822,
17,0.7535211267605634,142,4.443661971830986,0.1267605633802817,0.08450704225352113,0.04929577464788732,0.04225352112676056,0.09859154929577464,0.3380281690140845,0.0,0.014084507042253521,0.07042253521126761,0.176056338028169,
17,0.6111111111111112,180,3.938888888888889,0.13333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.06111111111111111,0.3055555555555556,0.0,0.03333333333333333,0.07777777777777778,0.18888888888888888,
17,0.671875,192,4.390625,0.09895833333333333,0.08333333333333333,0.09375,0.057291666666666664,0.0625,0.2552083333333333,0.0,0.005208333333333333,0.07291666666666667,0.2708333333333333,
17,0.7549668874172185,151,4.258278145695364,0.09933774834437085,0.10596026490066225,0.052980132450331126,0.039735099337748346,0.046357615894039736,0.304635761589404,0.0,0.026490066225165563,0.08609271523178808,0.23841059602649006,
17,0.7189189189189189,185,4.302702702702702,0.11891891891891893,0.06486486486486487,0.04864864864864865,0.03783783783783784,0.14594594594594595,0.3081081081081081,0.0,0.010810810810810811,0.07567567567567568,0.1891891891891892,
17,0.697841726618705,139,4.258992805755396,0.07913669064748201,0.10071942446043165,0.04316546762589928,0.05755395683453238,0.09352517985611511,0.2949640287769784,0.0,0.02877697841726619,0.11510791366906475,0.18705035971223022,
17,0.7606837606837606,117,4.401709401709402,0.1111111111111111,0.07692307692307693,0.042735042735042736,0.05982905982905983,0.05982905982905983,0.2905982905982906,0.0,0.03418803418803419,0.1282051282051282,0.19658119658119658,
17,0.6388888888888888,144,4.166666666666667,0.041666666666666664,0.09722222222222222,0.0625,0.027777777777777776,0.11805555555555555,0.2708333333333333,0.0,0.006944444444444444,0.11805555555555555,0.2569444444444444,
17,0.7583333333333333,120,4.233333333333333,0.075,0.125,0.08333333333333333,0.041666666666666664,0.125,0.26666666666666666,0.0,0.03333333333333333,0.05,0.2,
17,0.7289719626168224,107,4.4953271028037385,0.14953271028037382,0.102803738317757,0.056074766355140186,0.018691588785046728,0.056074766355140186,0.32710280373831774,0.0,0.028037383177570093,0.12149532710280374,0.14018691588785046,
17,0.7166666666666667,120,4.091666666666667,0.09166666666666666,0.1,0.075,0.05,0.08333333333333333,0.21666666666666667,0.0,0.025,0.10833333333333334,0.25,
17,0.631578947368421,209,4.186602870813397,0.07177033492822966,0.08133971291866028,0.05741626794258373,0.05741626794258373,0.08133971291866028,0.3062200956937799,0.0,0.023923444976076555,0.14832535885167464,0.1722488038277512,
17,0.7028985507246377,138,4.3768115942028984,0.10869565217391304,0.09420289855072464,0.036231884057971016,0.07246376811594203,0.10144927536231885,0.2898550724637681,0.0,0.007246376811594203,0.07971014492753623,0.21014492753623187,
17,0.6571428571428571,140,3.9571428571428573,0.07142857142857142,0.12142857142857143,0.02142857142857143,0.04285714285714286,0.07142857142857142,0.32142857142857145,0.0,0.014285714285714285,0.12857142857142856,0.20714285714285716,
17,0.6721311475409836,122,3.9672131147540983,0.05737704918032787,0.13934426229508196,0.01639344262295082,0.03278688524590164,0.16393442622950818,0.2786885245901639,0.0,0.02459016393442623,0.10655737704918032,0.18032786885245902,
17,0.6618705035971223,139,3.9928057553956835,0.09352517985611511,0.1366906474820144,0.03597122302158273,0.07913669064748201,0.050359712230215826,0.33093525179856115,0.0,0.014388489208633094,0.07194244604316546,0.18705035971223022,
17,0.6888888888888889,180,3.9722222222222223,0.07222222222222222,0.10555555555555556,0.03333333333333333,0.05555555555555555,0.05,0.3333333333333333,0.0,0.027777777777777776,0.14444444444444443,0.17777777777777778,
17,0.6473029045643154,241,4.385892116182573,0.07883817427385892,0.0954356846473029,0.04149377593360996,0.06224066390041494,0.12033195020746888,0.3029045643153527,0.0,0.016597510373443983,0.07883817427385892,0.2033195020746888,
17,0.610738255033557,149,4.093959731543624,0.15436241610738255,0.11409395973154363,0.026845637583892617,0.040268456375838924,0.06711409395973154,0.348993288590604,0.0,0.006711409395973154,0.087248322147651,0.15436241610738255,
17,0.6466666666666666,150,4.093333333333334,0.15333333333333332,0.08,0.05333333333333334,0.04,0.04,0.28,0.0,0.02,0.08666666666666667,0.24,
17,0.6712328767123288,146,3.9726027397260273,0.10273972602739725,0.0821917808219178,0.0547945205479452,0.06164383561643835,0.0410958904109589,0.3150684931506849,0.0,0.03424657534246575,0.1095890410958904,0.19863013698630136,
17,0.7073170731707317,123,4.146341463414634,0.10569105691056911,0.08943089430894309,0.06504065040650407,0.04065040650406504,0.06504065040650407,0.3089430894308943,0.0,0.016260162601626018,0.10569105691056911,0.2032520325203252,
17,0.6363636363636364,154,4.175324675324675,0.11688311688311688,0.08441558441558442,0.07142857142857142,0.07792207792207792,0.1038961038961039,0.2727272727272727,0.0,0.006493506493506494,0.07142857142857142,0.19480519480519481,
17,0.6979166666666666,96,4.302083333333333,0.09375,0.08333333333333333,0.125,0.052083333333333336,0.03125,0.34375,0.0,0.010416666666666666,0.0625,0.19791666666666666,
17,0.7604166666666666,96,4.416666666666667,0.08333333333333333,0.11458333333333333,0.03125,0.0625,0.09375,0.3333333333333333,0.0,0.020833333333333332,0.09375,0.16666666666666666,
17,0.6796875,128,4.203125,0.09375,0.0546875,0.0078125,0.0546875,0.1171875,0.3125,0.0,0.03125,0.1015625,0.2265625,
17,0.7094594594594594,148,4.02027027027027,0.10135135135135136,0.10135135135135136,0.02702702702702703,0.0472972972972973,0.06756756756756757,0.3310810810810811,0.0,0.02027027027027027,0.14189189189189189,0.16216216216216217,
17,0.7281553398058253,103,4.281553398058253,0.1262135922330097,0.10679611650485436,0.05825242718446602,0.02912621359223301,0.07766990291262135,0.2815533980582524,0.0,0.02912621359223301,0.0970873786407767,0.1941747572815534,
17,0.5548780487804879,164,4.140243902439025,0.07317073170731707,0.07926829268292683,0.036585365853658534,0.042682926829268296,0.07317073170731707,0.3231707317073171,0.0,0.042682926829268296,0.10975609756097561,0.21951219512195122,
17,0.6245059288537549,253,4.023715415019763,0.05928853754940711,0.11067193675889328,0.05928853754940711,0.06719367588932806,0.09486166007905138,0.2727272727272727,0.003952569169960474,0.015810276679841896,0.11067193675889328,0.20553359683794467,
17,0.7166666666666667,120,4.35,0.10833333333333334,0.1,0.03333333333333333,0.041666666666666664,0.11666666666666667,0.26666666666666666,0.0,0.025,0.125,0.18333333333333332,
17,0.7217391304347827,115,4.008695652173913,0.06956521739130435,0.06086956521739131,0.05217391304347826,0.05217391304347826,0.0782608695652174,0.28695652173913044,0.0,0.034782608695652174,0.06956521739130435,0.2956521739130435,
17,0.6646706586826348,167,4.287425149700598,0.059880239520958084,0.11377245508982035,0.017964071856287425,0.05389221556886228,0.1317365269461078,0.32934131736526945,0.0,0.005988023952095809,0.08383233532934131,0.20359281437125748,
17,0.7172413793103448,145,4.275862068965517,0.1103448275862069,0.0896551724137931,0.041379310344827586,0.06206896551724138,0.09655172413793103,0.2413793103448276,0.0,0.020689655172413793,0.14482758620689656,0.19310344827586207,
17,0.7319587628865979,97,4.175257731958763,0.09278350515463918,0.05154639175257732,0.030927835051546393,0.061855670103092786,0.09278350515463918,0.29896907216494845,0.030927835051546393,0.05154639175257732,0.1134020618556701,0.17525773195876287,
17,0.7222222222222222,144,3.986111111111111,0.13194444444444445,0.0625,0.027777777777777776,0.0625,0.09722222222222222,0.3194444444444444,0.0,0.04861111111111111,0.0625,0.1875,
17,0.7192982456140351,114,4.456140350877193,0.14035087719298245,0.09649122807017543,0.08771929824561403,0.03508771929824561,0.07894736842105263,0.2894736842105263,0.0,0.017543859649122806,0.08771929824561403,0.16666666666666666,
17,0.7565217391304347,115,4.113043478260869,0.034782608695652174,0.0782608695652174,0.06086956521739131,0.06086956521739131,0.06086956521739131,0.2956521739130435,0.0,0.034782608695652174,0.13043478260869565,0.24347826086956523,
17,0.7767857142857143,112,4.642857142857143,0.11607142857142858,0.044642857142857144,0.017857142857142856,0.08928571428571429,0.08928571428571429,0.26785714285714285,0.0,0.017857142857142856,0.08928571428571429,0.26785714285714285,
17,0.7062937062937062,143,4.3076923076923075,0.1048951048951049,0.0979020979020979,0.04195804195804196,0.06293706293706294,0.06993006993006994,0.2937062937062937,0.0,0.04195804195804196,0.1048951048951049,0.18181818181818182,
17,0.7218045112781954,133,4.466165413533835,0.10526315789473684,0.045112781954887216,0.03759398496240601,0.03759398496240601,0.06766917293233082,0.2556390977443609,0.0,0.022556390977443608,0.17293233082706766,0.2556390977443609,
17,0.6285714285714286,280,4.3428571428571425,0.060714285714285714,0.11071428571428571,0.04285714285714286,0.04642857142857143,0.09642857142857143,0.31785714285714284,0.0,0.017857142857142856,0.11428571428571428,0.19285714285714287,
17,0.7065217391304348,92,4.260869565217392,0.09782608695652174,0.08695652173913043,0.03260869565217391,0.03260869565217391,0.07608695652173914,0.29347826086956524,0.0,0.010869565217391304,0.17391304347826086,0.1956521739130435,
17,0.7171717171717171,99,4.606060606060606,0.0707070707070707,0.08080808080808081,0.020202020202020204,0.08080808080808081,0.10101010101010101,0.32323232323232326,0.0,0.030303030303030304,0.13131313131313133,0.16161616161616163,
17,0.759493670886076,79,4.6835443037974684,0.0759493670886076,0.0379746835443038,0.0379746835443038,0.13924050632911392,0.10126582278481013,0.34177215189873417,0.0,0.02531645569620253,0.0759493670886076,0.16455696202531644,
17,0.7050359712230215,139,4.388489208633094,0.07913669064748201,0.09352517985611511,0.03597122302158273,0.06474820143884892,0.08633093525179857,0.2733812949640288,0.0,0.03597122302158273,0.14388489208633093,0.18705035971223022,
17,0.7222222222222222,180,4.661111111111111,0.10555555555555556,0.1111111111111111,0.03888888888888889,0.03888888888888889,0.07777777777777778,0.37222222222222223,0.0,0.016666666666666666,0.08333333333333333,0.15555555555555556,
18,0.5146666666666667,375,4.037333333333334,0.06666666666666667,0.12533333333333332,0.037333333333333336,0.088,0.14666666666666667,0.2853333333333333,0.0,0.018666666666666668,0.048,0.184,
18,0.6725,400,4.495,0.12,0.0925,0.055,0.035,0.1475,0.275,0.0075,0.015,0.07,0.1825,
18,0.57,500,4.162,0.106,0.096,0.06,0.076,0.128,0.28,0.01,0.014,0.06,0.17,
18,0.627906976744186,301,4.335548172757475,0.08637873754152824,0.14950166112956811,0.053156146179401995,0.019933554817275746,0.11960132890365449,0.2724252491694352,0.0,0.006644518272425249,0.11960132890365449,0.17275747508305647,
18,0.5252808988764045,712,4.299157303370786,0.06882022471910113,0.15308988764044945,0.060393258426966294,0.032303370786516857,0.13764044943820225,0.23595505617977527,0.0056179775280898875,0.018258426966292134,0.09831460674157304,0.18679775280898878,
18,0.616580310880829,193,3.678756476683938,0.09844559585492228,0.10880829015544041,0.05181347150259067,0.046632124352331605,0.11917098445595854,0.23834196891191708,0.0051813471502590676,0.031088082901554404,0.09326424870466321,0.20725388601036268,
18,0.45,140,4.035714285714286,0.15714285714285714,0.05714285714285714,0.007142857142857143,0.05,0.14285714285714285,0.3357142857142857,0.0,0.007142857142857143,0.02857142857142857,0.21428571428571427,
18,0.5813397129186603,418,4.014354066985646,0.11722488038277512,0.09330143540669857,0.05741626794258373,0.05502392344497608,0.09330143540669857,0.2966507177033493,0.0,0.009569377990430622,0.08851674641148326,0.18899521531100477,
18,0.6538461538461539,104,3.9615384615384617,0.0673076923076923,0.08653846153846154,0.038461538461538464,0.11538461538461539,0.17307692307692307,0.28846153846153844,0.009615384615384616,0.038461538461538464,0.009615384615384616,0.17307692307692307,
18,0.659919028340081,247,4.2591093117408905,0.07692307692307693,0.08502024291497975,0.08502024291497975,0.048582995951417005,0.0931174089068826,0.27530364372469635,0.016194331983805668,0.02834008097165992,0.06072874493927125,0.23076923076923078,
18,0.7983870967741935,124,4.67741935483871,0.0967741935483871,0.11290322580645161,0.08870967741935484,0.03225806451612903,0.0967741935483871,0.28225806451612906,0.0,0.016129032258064516,0.0967741935483871,0.1774193548387097,
18,0.6014492753623188,552,4.519927536231884,0.1358695652173913,0.11594202898550725,0.03985507246376811,0.05615942028985507,0.10869565217391304,0.30434782608695654,0.0,0.02717391304347826,0.07065217391304347,0.14130434782608695,
18,0.6388888888888888,288,4.347222222222222,0.1909722222222222,0.09375,0.06944444444444445,0.03819444444444445,0.09375,0.2673611111111111,0.003472222222222222,0.017361111111111112,0.03819444444444445,0.1875,
18,0.6238738738738738,444,4.623873873873874,0.10810810810810811,0.12162162162162163,0.060810810810810814,0.04054054054054054,0.0945945945945946,0.3333333333333333,0.0,0.01126126126126126,0.06306306306306306,0.16441441441441443,
18,0.5256222547584187,683,4.251830161054173,0.10395314787701318,0.12298682284040996,0.060029282576866766,0.02635431918008785,0.10980966325036604,0.29282576866764276,0.004392386530014641,0.02635431918008785,0.07320644216691069,0.17862371888726208,
18,0.7706422018348624,109,4.431192660550459,0.10091743119266056,0.1743119266055046,0.045871559633027525,0.03669724770642202,0.06422018348623854,0.27522935779816515,0.009174311926605505,0.009174311926605505,0.10091743119266056,0.1834862385321101,
18,0.5763016157989228,557,4.545780969479353,0.12567324955116696,0.10951526032315978,0.05026929982046679,0.02872531418312388,0.09694793536804308,0.3105924596050269,0.00718132854578097,0.04129263913824058,0.05745062836624776,0.17235188509874327,
18,0.8053097345132744,113,4.522123893805309,0.11504424778761062,0.11504424778761062,0.04424778761061947,0.035398230088495575,0.10619469026548672,0.2920353982300885,0.0,0.008849557522123894,0.11504424778761062,0.168141592920354,
18,0.8152173913043478,92,4.532608695652174,0.06521739130434782,0.10869565217391304,0.07608695652173914,0.021739130434782608,0.18478260869565216,0.34782608695652173,0.0,0.010869565217391304,0.010869565217391304,0.17391304347826086,
18,0.8166666666666667,120,4.483333333333333,0.11666666666666667,0.13333333333333333,0.075,0.05,0.05,0.2833333333333333,0.0,0.016666666666666666,0.09166666666666666,0.175,
18,0.458,500,4.014,0.046,0.11,0.038,0.034,0.17,0.284,0.004,0.01,0.096,0.206,
18,0.6785714285714286,112,4.419642857142857,0.08035714285714286,0.14285714285714285,0.026785714285714284,0.008928571428571428,0.19642857142857142,0.2857142857142857,0.0,0.026785714285714284,0.08928571428571429,0.14285714285714285,
18,0.8,105,4.542857142857143,0.10476190476190476,0.14285714285714285,0.0761904761904762,0.02857142857142857,0.10476190476190476,0.3333333333333333,0.0,0.009523809523809525,0.05714285714285714,0.14285714285714285,
18,0.7560975609756098,123,4.349593495934959,0.17886178861788618,0.14634146341463414,0.07317073170731707,0.016260162601626018,0.13821138211382114,0.2926829268292683,0.0,0.008130081300813009,0.024390243902439025,0.12195121951219512,
18,0.7962962962962963,108,4.333333333333333,0.2037037037037037,0.1388888888888889,0.018518518518518517,0.12037037037037036,0.07407407407407407,0.3333333333333333,0.0,0.009259259259259259,0.0,0.10185185185185185,
18,0.422680412371134,194,4.005154639175258,0.10824742268041238,0.08247422680412371,0.07731958762886598,0.03608247422680412,0.09278350515463918,0.26804123711340205,0.0,0.005154639175257732,0.0979381443298969,0.23195876288659795,
18,0.7604166666666666,96,4.802083333333333,0.15625,0.10416666666666667,0.0625,0.03125,0.0625,0.3854166666666667,0.020833333333333332,0.010416666666666666,0.020833333333333332,0.14583333333333334,
18,0.6875,192,4.182291666666667,0.18229166666666666,0.08333333333333333,0.057291666666666664,0.06770833333333333,0.10416666666666667,0.3177083333333333,0.0,0.015625,0.026041666666666668,0.14583333333333334,
18,0.5263157894736842,361,4.105263157894737,0.08587257617728532,0.12188365650969529,0.0664819944598338,0.07756232686980609,0.1772853185595568,0.24653739612188366,0.008310249307479225,0.013850415512465374,0.04986149584487535,0.1523545706371191,
18,0.6239316239316239,351,4.361823361823362,0.11965811965811966,0.12535612535612536,0.017094017094017096,0.06267806267806268,0.1396011396011396,0.2792022792022792,0.002849002849002849,0.02849002849002849,0.04843304843304843,0.17663817663817663,
18,0.6956521739130435,184,4.5,0.11413043478260869,0.1358695652173913,0.06521739130434782,0.07608695652173914,0.14673913043478262,0.2608695652173913,0.0,0.0,0.059782608695652176,0.14130434782608695,
18,0.5273010920436817,641,4.336973478939157,0.11232449297971919,0.12480499219968799,0.0499219968798752,0.06708268330733229,0.1419656786271451,0.26521060842433697,0.0078003120124804995,0.029641185647425898,0.0530421216848674,0.14664586583463338,
18,0.664,250,4.388,0.076,0.096,0.1,0.036,0.14,0.244,0.0,0.016,0.072,0.22,
18,0.6268041237113402,485,4.354639175257732,0.12371134020618557,0.1402061855670103,0.030927835051546393,0.06597938144329897,0.12783505154639174,0.30103092783505153,0.006185567010309278,0.012371134020618556,0.04536082474226804,0.1463917525773196,
17,1.0,11,3.909090909090909,0.09090909090909091,0.18181818181818182,0.0,0.0,0.09090909090909091,0.45454545454545453,0.09090909090909091,0.0,0.0,0.09090909090909091,
17,0.9375,16,3.875,0.125,0.125,0.0625,0.0,0.1875,0.1875,0.0625,0.0,0.0625,0.1875,
17,1.0,8,3.875,0.125,0.0,0.25,0.0,0.0,0.25,0.0,0.125,0.125,0.125,
17,0.9166666666666666,12,4.916666666666667,0.0,0.16666666666666666,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,
17,1.0,11,3.727272727272727,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.18181818181818182,
17,1.0,7,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.2857142857142857,
17,1.0,10,5.3,0.1,0.0,0.0,0.1,0.2,0.4,0.0,0.0,0.0,0.2,
17,1.0,8,4.625,0.125,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.375,
17,1.0,10,4.1,0.0,0.1,0.0,0.0,0.3,0.4,0.0,0.0,0.1,0.1,
17,1.0,10,4.2,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.2,
